x,p,rho,u,energy,rho_total
-5.0,100000.0,1.0,0.0,250000.00000000006,1.0
-4.979959919839679,100000.0,1.0,0.0,250000.00000000006,1.0
-4.959919839679359,100000.0,1.0,0.0,250000.00000000006,1.0
-4.939879759519038,100000.0,1.0,0.0,250000.00000000006,1.0
-4.919839679358717,100000.0,1.0,0.0,250000.00000000006,1.0
-4.8997995991983965,100000.0,1.0,0.0,250000.00000000006,1.0
-4.8797595190380765,100000.0,1.0,0.0,250000.00000000006,1.0
-4.859719438877756,100000.0,1.0,0.0,250000.00000000006,1.0
-4.839679358717435,100000.0,1.0,0.0,250000.00000000006,1.0
-4.819639278557114,100000.0,1.0,0.0,250000.00000000006,1.0
-4.799599198396794,100000.0,1.0,0.0,250000.00000000006,1.0
-4.779559118236473,100000.0,1.0,0.0,250000.00000000006,1.0
-4.759519038076152,100000.0,1.0,0.0,250000.00000000006,1.0
-4.739478957915832,100000.0,1.0,0.0,250000.00000000006,1.0
-4.719438877755511,100000.0,1.0,0.0,250000.00000000006,1.0
-4.69939879759519,100000.0,1.0,0.0,250000.00000000006,1.0
-4.679358717434869,100000.0,1.0,0.0,250000.00000000006,1.0
-4.659318637274549,100000.0,1.0,0.0,250000.00000000006,1.0
-4.6392785571142285,100000.0,1.0,0.0,250000.00000000006,1.0
-4.619238476953908,100000.0,1.0,0.0,250000.00000000006,1.0
-4.599198396793588,100000.0,1.0,0.0,250000.00000000006,1.0
-4.579158316633267,100000.0,1.0,0.0,250000.00000000006,1.0
-4.559118236472946,100000.0,1.0,0.0,250000.00000000006,1.0
-4.539078156312625,100000.0,1.0,0.0,250000.00000000006,1.0
-4.519038076152305,100000.0,1.0,0.0,250000.00000000006,1.0
-4.498997995991984,100000.0,1.0,0.0,250000.00000000006,1.0
-4.478957915831663,100000.0,1.0,0.0,250000.00000000006,1.0
-4.458917835671342,100000.0,1.0,0.0,250000.00000000006,1.0
-4.438877755511022,100000.0,1.0,0.0,250000.00000000006,1.0
-4.4188376753507015,100000.0,1.0,0.0,250000.00000000006,1.0
-4.398797595190381,100000.0,1.0,0.0,250000.00000000006,1.0
-4.37875751503006,100000.0,1.0,0.0,250000.00000000006,1.0
-4.35871743486974,100000.0,1.0,0.0,250000.00000000006,1.0
-4.338677354709419,100000.0,1.0,0.0,250000.00000000006,1.0
-4.318637274549098,100000.0,1.0,0.0,250000.00000000006,1.0
-4.298597194388778,100000.0,1.0,0.0,250000.00000000006,1.0
-4.278557114228457,100000.0,1.0,0.0,250000.00000000006,1.0
-4.258517034068136,100000.0,1.0,0.0,250000.00000000006,1.0
-4.238476953907815,100000.0,1.0,0.0,250000.00000000006,1.0
-4.218436873747495,100000.0,1.0,0.0,250000.00000000006,1.0
-4.198396793587174,100000.0,1.0,0.0,250000.00000000006,1.0
-4.1783567134268536,100000.0,1.0,0.0,250000.00000000006,1.0
-4.158316633266534,100000.0,1.0,0.0,250000.00000000006,1.0
-4.138276553106213,100000.0,1.0,0.0,250000.00000000006,1.0
-4.118236472945892,100000.0,1.0,0.0,250000.00000000006,1.0
-4.098196392785571,100000.0,1.0,0.0,250000.00000000006,1.0
-4.078156312625251,100000.0,1.0,0.0,250000.00000000006,1.0
-4.05811623246493,100000.0,1.0,0.0,250000.00000000006,1.0
-4.038076152304609,100000.0,1.0,0.0,250000.00000000006,1.0
-4.018036072144288,100000.0,1.0,0.0,250000.00000000006,1.0
-3.9979959919839683,100000.0,1.0,0.0,250000.00000000006,1.0
-3.9779559118236474,100000.0,1.0,0.0,250000.00000000006,1.0
-3.9579158316633265,100000.0,1.0,0.0,250000.00000000006,1.0
-3.937875751503006,100000.0,1.0,0.0,250000.00000000006,1.0
-3.9178356713426856,100000.0,1.0,0.0,250000.00000000006,1.0
-3.8977955911823647,100000.0,1.0,0.0,250000.00000000006,1.0
-3.877755511022044,100000.0,1.0,0.0,250000.00000000006,1.0
-3.8577154308617234,100000.0,1.0,0.0,250000.00000000006,1.0
-3.837675350701403,100000.0,1.0,0.0,250000.00000000006,1.0
-3.817635270541082,100000.0,1.0,0.0,250000.00000000006,1.0
-3.7975951903807617,100000.0,1.0,0.0,250000.00000000006,1.0
-3.777555110220441,100000.0,1.0,0.0,250000.00000000006,1.0
-3.7575150300601203,100000.0,1.0,0.0,250000.00000000006,1.0
-3.7374749498997994,100000.0,1.0,0.0,250000.00000000006,1.0
-3.717434869739479,100000.0,1.0,0.0,250000.00000000006,1.0
-3.6973947895791586,100000.0,1.0,0.0,250000.00000000006,1.0
-3.6773547094188377,100000.0,1.0,0.0,250000.00000000006,1.0
-3.657314629258517,100000.0,1.0,0.0,250000.00000000006,1.0
-3.6372745490981964,100000.0,1.0,0.0,250000.00000000006,1.0
-3.617234468937876,100000.0,1.0,0.0,250000.00000000006,1.0
-3.597194388777555,100000.0,1.0,0.0,250000.00000000006,1.0
-3.5771543086172346,100000.0,1.0,0.0,250000.00000000006,1.0
-3.557114228456914,100000.0,1.0,0.0,250000.00000000006,1.0
-3.5370741482965933,100000.0,1.0,0.0,250000.00000000006,1.0
-3.5170340681362724,100000.0,1.0,0.0,250000.00000000006,1.0
-3.496993987975952,100000.0,1.0,0.0,250000.00000000006,1.0
-3.4769539078156315,100000.0,1.0,0.0,250000.00000000006,1.0
-3.4569138276553106,100000.0,1.0,0.0,250000.00000000006,1.0
-3.4368737474949898,100000.0,1.0,0.0,250000.00000000006,1.0
-3.4168336673346693,100000.0,1.0,0.0,250000.00000000006,1.0
-3.396793587174349,100000.0,1.0,0.0,250000.00000000006,1.0
-3.376753507014028,100000.0,1.0,0.0,250000.00000000006,1.0
-3.3567134268537075,100000.0,1.0,0.0,250000.00000000006,1.0
-3.336673346693387,100000.0,1.0,0.0,250000.00000000006,1.0
-3.3166332665330662,100000.0,1.0,0.0,250000.00000000006,1.0
-3.2965931863727453,100000.0,1.0,0.0,250000.00000000006,1.0
-3.276553106212425,100000.0,1.0,0.0,250000.00000000006,1.0
-3.2565130260521045,100000.0,1.0,0.0,250000.00000000006,1.0
-3.2364729458917836,100000.0,1.0,0.0,250000.00000000006,1.0
-3.2164328657314627,100000.0,1.0,0.0,250000.00000000006,1.0
-3.1963927855711423,100000.0,1.0,0.0,250000.00000000006,1.0
-3.176352705410822,100000.0,1.0,0.0,250000.00000000006,1.0
-3.156312625250501,100000.0,1.0,0.0,250000.00000000006,1.0
-3.1362725450901805,100000.0,1.0,0.0,250000.00000000006,1.0
-3.11623246492986,100000.0,1.0,0.0,250000.00000000006,1.0
-3.096192384769539,100000.0,1.0,0.0,250000.00000000006,1.0
-3.0761523046092183,100000.0,1.0,0.0,250000.00000000006,1.0
-3.056112224448898,100000.0,1.0,0.0,250000.00000000006,1.0
-3.0360721442885774,100000.0,1.0,0.0,250000.00000000006,1.0
-3.0160320641282565,100000.0,1.0,0.0,250000.00000000006,1.0
-2.995991983967936,100000.0,1.0,0.0,250000.00000000006,1.0
-2.975951903807615,100000.0,1.0,0.0,250000.00000000006,1.0
-2.9559118236472948,100000.0,1.0,0.0,250000.00000000006,1.0
-2.935871743486974,100000.0,1.0,0.0,250000.00000000006,1.0
-2.9158316633266534,100000.0,1.0,0.0,250000.00000000006,1.0
-2.8957915831663326,100000.0,1.0,0.0,250000.00000000006,1.0
-2.875751503006012,100000.0,1.0,0.0,250000.00000000006,1.0
-2.8557114228456917,100000.0,1.0,0.0,250000.00000000006,1.0
-2.835671342685371,100000.0,1.0,0.0,250000.00000000006,1.0
-2.8156312625250504,100000.0,1.0,0.0,250000.00000000006,1.0
-2.7955911823647295,100000.0,1.0,0.0,250000.00000000006,1.0
-2.775551102204409,100000.0,1.0,0.0,250000.00000000006,1.0
-2.755511022044088,100000.0,1.0,0.0,250000.00000000006,1.0
-2.7354709418837677,100000.0,1.0,0.0,250000.00000000006,1.0
-2.715430861723447,100000.0,1.0,0.0,250000.00000000006,1.0
-2.6953907815631264,100000.0,1.0,0.0,250000.00000000006,1.0
-2.6753507014028055,100000.0,1.0,0.0,250000.00000000006,1.0
-2.655310621242485,100000.0,1.0,0.0,250000.00000000006,1.0
-2.6352705410821646,100000.0,1.0,0.0,250000.00000000006,1.0
-2.6152304609218437,100000.0,1.0,0.0,250000.00000000006,1.0
-2.5951903807615233,100000.0,1.0,0.0,250000.00000000006,1.0
-2.5751503006012024,100000.0,1.0,0.0,250000.00000000006,1.0
-2.555110220440882,100000.0,1.0,0.0,250000.00000000006,1.0
-2.535070140280561,100000.0,1.0,0.0,250000.00000000006,1.0
-2.5150300601202407,100000.0,1.0,0.0,250000.00000000006,1.0
-2.49498997995992,100000.0,1.0,0.0,250000.00000000006,1.0
-2.4749498997995993,100000.0,1.0,0.0,250000.00000000006,1.0
-2.4549098196392785,100000.0,1.0,0.0,250000.00000000006,1.0
-2.434869739478958,100000.0,1.0,0.0,250000.00000000006,1.0
-2.4148296593186376,100000.0,1.0,0.0,250000.00000000006,1.0
-2.3947895791583167,100000.0,1.0,0.0,250000.00000000006,1.0
-2.3747494989979963,100000.0,1.0,0.0,250000.00000000006,1.0
-2.3547094188376754,100000.0,1.0,0.0,250000.00000000006,1.0
-2.334669338677355,100000.0,1.0,0.0,250000.00000000006,1.0
-2.314629258517034,100000.0,1.0,0.0,250000.00000000006,1.0
-2.2945891783567136,100000.0,1.0,0.0,250000.00000000006,1.0
-2.2745490981963927,100000.0,1.0,0.0,250000.00000000006,1.0
-2.2545090180360723,100000.0,1.0,0.0,250000.00000000006,1.0
-2.2344689378757514,100000.0,1.0,0.0,250000.00000000006,1.0
-2.214428857715431,100000.0,1.0,0.0,250000.00000000006,1.0
-2.1943887775551105,100000.0,1.0,0.0,250000.00000000006,1.0
-2.1743486973947896,100000.0,1.0,0.0,250000.00000000006,1.0
-2.154308617234469,100000.0,1.0,0.0,250000.00000000006,1.0
-2.1342685370741483,100000.0,1.0,0.0,250000.00000000006,1.0
-2.114228456913828,100000.0,1.0,0.0,250000.00000000006,1.0
-2.094188376753507,100000.0,1.0,0.0,250000.00000000006,1.0
-2.0741482965931866,100000.0,1.0,0.0,250000.00000000006,1.0
-2.0541082164328657,100000.0,1.0,0.0,250000.00000000006,1.0
-2.0340681362725452,100000.0,1.0,0.0,250000.00000000006,1.0
-2.0140280561122244,100000.0,1.0,0.0,250000.00000000006,1.0
-1.993987975951904,100000.0,1.0,0.0,250000.00000000006,1.0
-1.9739478957915835,100000.0,1.0,0.0,250000.00000000006,1.0
-1.9539078156312626,100000.0,1.0,0.0,250000.00000000006,1.0
-1.9338677354709422,100000.0,1.0,0.0,250000.00000000006,1.0
-1.9138276553106213,100000.0,1.0,0.0,250000.00000000006,1.0
-1.8937875751503008,100000.0,1.0,0.0,250000.00000000006,1.0
-1.87374749498998,100000.0,1.0,0.0,250000.00000000006,1.0
-1.8537074148296595,98937.17392885694,0.9923968058590217,2.853546426218543,249237.93926164607,0.9923968058590217
-1.8336673346693386,97705.47166171334,0.9835562534760411,6.193559786272024,248347.44153272116,0.9835562534760411
-1.8136272545090182,96486.93616248274,0.9747788169638512,9.53357314632541,247458.5374736885,0.9747788169638512
-1.7935871743486977,95281.4499287624,0.9660641577625246,12.873586506378842,246571.227084548,0.9660641577625246
-1.7735470941883769,94088.89629854023,0.9574119385250205,16.213599866432325,245685.51036529973,0.9574119385250205
-1.7535070140280564,92909.15944567817,0.9488218231150025,19.55361322648571,244801.38731594366,0.9488218231150025
-1.7334669338677355,91742.124375413,0.9402934766046677,22.89362658653919,243918.8579364797,0.9402934766046677
-1.713426853707415,90587.67691987219,0.9318265652725652,26.233639946592625,243037.922226908,0.9318265652725652
-1.6933867735470942,89445.70373360686,0.9234207566014244,29.573653306646058,242158.58018722845,0.9234207566014244
-1.6733466933867738,88316.09228914004,0.9150757192759736,32.91366666669949,241280.83181744113,0.9150757192759736
-1.653306613226453,87198.73087253183,0.9067911231807688,36.253680026752974,240404.677117546,0.9067911231807688
-1.6332665330661325,86093.50857895972,0.8985666393980123,39.59369338680636,239530.11608754308,0.8985666393980123
-1.6132264529058116,85000.31530831572,0.8904019402053789,42.93370674685984,238657.14872743227,0.8904019402053789
-1.5931863727454911,83919.0417608193,0.8822966990738397,46.273720106913274,237785.77503721372,0.8822966990738397
-1.5731462925851707,82849.57943264594,0.8742505906654852,49.61373346696666,236915.99501688735,0.8742505906654852
-1.5531062124248498,81791.8206115719,0.8662632908313469,52.95374682702014,236047.8086664531,0.8662632908313469
-1.5330661322645294,80745.65837263517,0.8583344766092244,56.29376018707357,235181.2159859111,0.8583344766092244
-1.5130260521042085,79710.98657381162,0.850463826221505,59.63377354712705,234316.21697526134,0.850463826221505
-1.492985971943888,78687.69985170783,0.8426510190729914,62.97378690718044,233452.81163450368,0.8426510190729914
-1.4729458917835672,77675.69361726905,0.8348957357487216,66.31380026723392,232590.9999636383,0.8348957357487216
-1.4529058116232467,76674.86405150323,0.8271976580117937,69.65381362728735,231730.78196266506,0.8271976580117937
-1.4328657314629258,75685.1081012211,0.8195564688011907,72.99382698734084,230872.15763158395,0.8195564688011907
-1.4128256513026054,74706.32347479161,0.8119718522296031,76.33384034739422,230015.12697039513,0.8119718522296031
-1.3927855711422845,73738.40863791289,0.8044434935812507,79.6738537074477,229159.68997909842,0.8044434935812507
-1.372745490981964,72781.26280939978,0.7969710793097098,83.01386706750108,228305.846657694,0.7969710793097098
-1.3527054108216436,71834.78595698587,0.7895542970357329,86.35388042755451,227453.59700618175,0.7895542970357329
-1.3326653306613228,70898.87879314205,0.7821928355450746,89.693893787608,226602.94102456165,0.7821928355450746
-1.3126252505010023,69973.4427709104,0.7748863847863153,93.03390714766138,225753.87871283374,0.7748863847863153
-1.2925851703406814,69058.38007975326,0.7676346358686826,96.37392050771487,224906.410070998,0.7676346358686826
-1.272545090180361,68153.59364141851,0.760437281059878,99.71393386776828,224060.53509905445,0.760437281059878
-1.25250501002004,67258.98710581973,0.7532940137838963,103.05394722782175,223216.25379700313,0.7532940137838963
-1.2324649298597197,66374.46484693236,0.7462045286188538,106.39396058787517,222373.56616484403,0.7462045286188538
-1.2124248496993988,65499.93195870476,0.7391685212948075,109.73397394792865,221532.47220257705,0.7391685212948075
-1.1923847695390783,64635.29425098541,0.7321856886915825,113.07398730798205,220692.97191020235,0.7321856886915825
-1.1723446893787575,63780.45824546465,0.725255728836592,116.41400066803554,219855.06528771968,0.725255728836592
-1.152304609218437,62935.33117163266,0.7183783409026638,119.75401402808895,219018.7523351294,0.7183783409026638
-1.1322645290581166,62099.820962751895,0.7115532252058617,123.09402738814235,218184.03305243124,0.7115532252058617
-1.1122244488977957,61273.83625184556,0.7047800832033098,126.43404074819584,217350.9074396252,0.7047800832033098
-1.0921843687374753,60457.28636770105,0.6980586174910166,129.77405410824926,216519.3754967114,0.6980586174910166
-1.0721442885771544,59650.081330888584,0.6913885318016985,133.11406746830272,215689.4372236898,0.6913885318016985
-1.052104208416834,58852.131849795056,0.6847695310026015,136.45408082835613,214861.09262056038,0.6847695310026015
-1.032064128256513,58063.34931667319,0.6782013210933266,139.79409418840962,214034.34168732312,0.6782013210933266
-1.0120240480961926,57283.645803706015,0.6716836092036539,143.13410754846302,213209.1844239781,0.6716836092036539
-0.9919839679358722,56512.93405908585,0.6652161035913632,146.47412090851643,212385.62083052524,0.6652161035913632
-0.9719438877755513,55751.12750310921,0.6587985136400613,149.8141342685699,211563.65090696458,0.6587985136400613
-0.9519038076152304,54998.14022428603,0.6524305498570017,153.15414762862338,210743.2746532961,0.6524305498570017
-0.9318637274549104,54253.886975464586,0.646111923870912,156.49416098867673,209924.49206951985,0.646111923870912
-0.9118236472945895,53518.283169970826,0.6398423484298142,159.8341743487302,209107.30315563577,0.6398423484298142
-0.8917835671342687,52791.244877763136,0.6336215373988494,163.17418770878368,208291.70791164387,0.6336215373988494
-0.8717434869739478,52072.68882160193,0.6274492057581023,166.51420106883717,207477.70633754414,0.6274492057581023
-0.8517034068136278,51362.53237323409,0.6213250696004239,169.8542144288905,206665.29843333663,0.6213250696004239
-0.8316633266533069,50660.69354959221,0.6152488461292538,173.19422778894398,205854.48419902127,0.6152488461292538
-0.811623246492986,49967.09100900914,0.6092202536564466,176.53424114899747,205045.2636345982,0.6092202536564466
-0.7915831663326651,49281.64404744672,0.6032390116000922,179.87425450905093,204237.63674006725,0.6032390116000922
-0.7715430861723451,48604.27259474005,0.5973048404823424,183.21426786910428,203431.6035154285,0.5973048404823424
-0.7515030060120242,47934.89721085579,0.5914174619272315,186.55428122915777,202627.16396068188,0.5914174619272315
-0.7314629258517034,47273.43908216595,0.5855765986585028,189.89429458921123,201824.31807582758,0.5855765986585028
-0.7114228456913834,46619.82001773572,0.5797819744974294,193.23430794926455,201023.0658608654,0.5797819744974294
-0.6913827655310625,45973.96244562649,0.574033314360639,196.57432130931804,200223.4073157954,0.574033314360639
-0.6713426853707416,45335.78940921339,0.5683303442579385,199.9143346693715,199425.34244061765,0.5683303442579385
-0.6513026052104207,44705.22456351721,0.5626727912901349,203.254348029425,198628.87123533202,0.5626727912901349
-0.6312625250501007,44082.19217155146,0.557060383646862,206.59436138947834,197833.9936999386,0.557060383646862
-0.6112224448897798,43466.61710068334,0.5514928506044005,209.9343747495318,197040.70983443735,0.5514928506044005
-0.591182364729459,42858.42481900995,0.545969922523505,213.2743881095853,196249.01963882832,0.545969922523505
-0.5711422845691381,42257.541391748346,0.5404913308472242,216.61440146963875,195458.92311311146,0.5404913308472242
-0.5511022044088181,41663.89347764072,0.5350568080987278,219.9544148296921,194670.42025728684,0.5350568080987278
-0.5310621242484972,41077.408325373435,0.5296660878791267,223.29442818974562,193883.51107135433,0.5296660878791267
-0.5110220440881763,40498.013770011086,0.5243189048652995,226.63444154979905,193098.1955553141,0.5243189048652995
-0.4909819639278563,39925.638229444405,0.5190149948077138,229.9744549098524,192314.47370916605,0.5190149948077138
-0.47094188376753543,39360.21070085289,0.5137540945282505,233.31446826990586,191532.34553291014,0.5137540945282505
-0.45090180360721455,38801.66075718178,0.5085359419180281,236.65448162995935,190751.8110265464,0.5085359419180281
-0.43086172344689366,38249.91854363315,0.5033602759352256,239.99449499001284,189972.87019007493,0.5033602759352256
-0.41082164328657367,37704.914774171346,0.49822683660290534,243.33450835006616,189195.52302349565,0.49822683660290534
-0.3907815631262528,37166.58072804273,0.49313536500683725,246.67452171011965,188419.7695268085,0.49313536500683725
-0.3707414829659319,36634.8482463098,0.4880856032933229,250.01453507017314,187645.60970001353,0.4880856032933229
-0.350701402805611,36109.64972839916,0.48307729466701854,253.3545484302266,186873.0435431108,0.48307729466701854
-0.330661322645291,35590.91812866386,0.47811018338875755,256.69456179028,186102.07105610025,0.47811018338875755
-0.31062124248497014,35078.586952959995,0.47318401477337624,260.0345751503334,185332.69223898192,0.47318401477337624
-0.29058116232464926,34572.59025523709,0.46829853518753517,263.3745885103869,184564.90709175574,0.46829853518753517
-0.27054108216432926,34072.86263414285,0.4634534920475437,266.7146018704403,183798.71561442173,0.4634534920475437
-0.2505010020040084,33579.33922964196,0.45864863381718435,270.0546152304937,183034.11780697992,0.45864863381718435
-0.2304609218436875,33091.955719648584,0.4538837100055341,273.3946285905472,182271.11366943037,0.4538837100055341
-0.2104208416833666,32610.64831667327,0.4491584711647904,276.7346419506007,181509.70320177294,0.4491584711647904
-0.19038076152304662,32135.353764483603,0.44447266888809345,280.074655310654,180749.8864040077,0.44447266888809345
-0.17034068136272573,31666.009334778722,0.4398260558073491,283.4146686707075,179991.6632761347,0.4398260558073491
-0.15030060120240485,31202.552823877904,0.4352183855910534,286.754682030761,179235.03381815384,0.4352183855910534
-0.13026052104208397,30744.92254942305,0.4306494129421163,290.0946953908145,178479.99803006518,0.4306494129421163
-0.11022044088176397,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
-0.09018036072144309,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
-0.0701402805611222,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
-0.05010020040080221,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
-0.030060120240481325,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
-0.010020040080160442,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.010020040080160442,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.030060120240480437,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.05010020040080132,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.0701402805611222,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.09018036072144309,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.11022044088176308,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.13026052104208397,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.15030060120240485,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.17034068136272484,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.19038076152304573,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
