x,p,rho,u,energy,rho_total
0.2104208416833666,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.2304609218436875,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.2505010020040075,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.2705410821643284,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.29058116232464926,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.31062124248497014,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.33066132264529013,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.350701402805611,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.3707414829659319,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.3907815631262519,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.4108216432865728,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.43086172344689366,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.45090180360721455,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.47094188376753454,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.4909819639278554,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.5110220440881763,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.5310621242484972,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.5511022044088172,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.5711422845691381,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.591182364729459,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.611222444889779,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.6312625250500998,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.6513026052104207,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.6713426853707416,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.6913827655310616,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.7114228456913825,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.7314629258517034,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.7515030060120242,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.7715430861723442,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.7915831663326651,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.811623246492986,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.831663326653306,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.8517034068136269,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.8717434869739478,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.8917835671342687,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.9118236472945886,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.9318637274549095,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.9519038076152304,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.9719438877755513,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
0.9919839679358713,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.0120240480961922,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.032064128256513,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.052104208416833,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.072144288577154,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.0921843687374748,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.1122244488977957,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.1322645290581157,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.1523046092184366,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.1723446893787575,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.1923847695390783,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.2124248496993983,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.2324649298597192,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.25250501002004,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.27254509018036,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.292585170340681,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.3126252505010019,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.3326653306613228,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.3527054108216428,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.3727454909819636,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.3927855711422845,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.4128256513026045,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.4328657314629254,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.4529058116232463,30313.0178050647,0.4263194281784954,293.28627012454285,177760.00694233534,0.4263194281784954
1.4729458917835672,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.4929859719438872,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.513026052104208,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.533066132264529,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.5531062124248498,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.5731462925851698,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.5931863727454907,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.6132264529058116,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.6332665330661316,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.6533066132264524,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.6733466933867733,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.6933867735470942,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.7134268537074142,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.733466933867735,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.753507014028056,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.7735470941883769,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.7935871743486969,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.8136272545090177,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.8336673346693386,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.8537074148296586,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.8737474949899795,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.8937875751503004,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.9138276553106213,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.9338677354709413,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.9539078156312621,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.973947895791583,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
1.993987975951904,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.014028056112224,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.034068136272545,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.0541082164328657,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.0741482965931857,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.0941883767535066,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.1142284569138274,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.1342685370741483,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.1543086172344683,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.174348697394789,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.19438877755511,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.214428857715431,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.234468937875751,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.254509018036072,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.2745490981963927,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.2945891783567127,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.3146292585170336,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.3346693386773545,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.3547094188376754,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.3747494989979954,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.3947895791583163,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.414829659318637,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.434869739478958,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.454909819639278,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.474949899799599,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.49498997995992,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.5150300601202398,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.5350701402805607,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.5551102204408815,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.5751503006012024,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.5951903807615224,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.6152304609218433,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.635270541082164,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.655310621242485,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.675350701402805,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.695390781563126,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.715430861723447,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.735470941883767,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.7555110220440877,30313.0178050647,0.2655737117053072,293.28627012454285,285354.08879909606,0.2655737117053072
2.7755511022044086,10000.0,0.125,0.0,200000.00000000006,0.125
2.7955911823647295,10000.0,0.125,0.0,200000.00000000006,0.125
2.8156312625250495,10000.0,0.125,0.0,200000.00000000006,0.125
2.8356713426853704,10000.0,0.125,0.0,200000.00000000006,0.125
2.8557114228456912,10000.0,0.125,0.0,200000.00000000006,0.125
2.875751503006012,10000.0,0.125,0.0,200000.00000000006,0.125
2.895791583166332,10000.0,0.125,0.0,200000.00000000006,0.125
2.915831663326653,10000.0,0.125,0.0,200000.00000000006,0.125
2.935871743486974,10000.0,0.125,0.0,200000.00000000006,0.125
2.955911823647294,10000.0,0.125,0.0,200000.00000000006,0.125
2.9759519038076148,10000.0,0.125,0.0,200000.00000000006,0.125
2.9959919839679356,10000.0,0.125,0.0,200000.00000000006,0.125
3.0160320641282556,10000.0,0.125,0.0,200000.00000000006,0.125
3.0360721442885765,10000.0,0.125,0.0,200000.00000000006,0.125
3.0561122244488974,10000.0,0.125,0.0,200000.00000000006,0.125
3.0761523046092183,10000.0,0.125,0.0,200000.00000000006,0.125
3.096192384769539,10000.0,0.125,0.0,200000.00000000006,0.125
3.11623246492986,10000.0,0.125,0.0,200000.00000000006,0.125
3.136272545090179,10000.0,0.125,0.0,200000.00000000006,0.125
3.1563126252505,10000.0,0.125,0.0,200000.00000000006,0.125
3.176352705410821,10000.0,0.125,0.0,200000.00000000006,0.125
3.196392785571142,10000.0,0.125,0.0,200000.00000000006,0.125
3.2164328657314627,10000.0,0.125,0.0,200000.00000000006,0.125
3.2364729458917836,10000.0,0.125,0.0,200000.00000000006,0.125
3.2565130260521045,10000.0,0.125,0.0,200000.00000000006,0.125
3.2765531062124253,10000.0,0.125,0.0,200000.00000000006,0.125
3.2965931863727445,10000.0,0.125,0.0,200000.00000000006,0.125
3.3166332665330653,10000.0,0.125,0.0,200000.00000000006,0.125
3.336673346693386,10000.0,0.125,0.0,200000.00000000006,0.125
3.356713426853707,10000.0,0.125,0.0,200000.00000000006,0.125
3.376753507014028,10000.0,0.125,0.0,200000.00000000006,0.125
3.396793587174349,10000.0,0.125,0.0,200000.00000000006,0.125
3.4168336673346698,10000.0,0.125,0.0,200000.00000000006,0.125
3.436873747494989,10000.0,0.125,0.0,200000.00000000006,0.125
3.4569138276553097,10000.0,0.125,0.0,200000.00000000006,0.125
3.4769539078156306,10000.0,0.125,0.0,200000.00000000006,0.125
3.4969939879759515,10000.0,0.125,0.0,200000.00000000006,0.125
3.5170340681362724,10000.0,0.125,0.0,200000.00000000006,0.125
3.5370741482965933,10000.0,0.125,0.0,200000.00000000006,0.125
3.557114228456914,10000.0,0.125,0.0,200000.00000000006,0.125
3.5771543086172333,10000.0,0.125,0.0,200000.00000000006,0.125
3.597194388777554,10000.0,0.125,0.0,200000.00000000006,0.125
3.617234468937875,10000.0,0.125,0.0,200000.00000000006,0.125
3.637274549098196,10000.0,0.125,0.0,200000.00000000006,0.125
3.657314629258517,10000.0,0.125,0.0,200000.00000000006,0.125
3.6773547094188377,10000.0,0.125,0.0,200000.00000000006,0.125
3.6973947895791586,10000.0,0.125,0.0,200000.00000000006,0.125
3.7174348697394795,10000.0,0.125,0.0,200000.00000000006,0.125
3.7374749498997986,10000.0,0.125,0.0,200000.00000000006,0.125
3.7575150300601194,10000.0,0.125,0.0,200000.00000000006,0.125
3.7775551102204403,10000.0,0.125,0.0,200000.00000000006,0.125
3.797595190380761,10000.0,0.125,0.0,200000.00000000006,0.125
3.817635270541082,10000.0,0.125,0.0,200000.00000000006,0.125
3.837675350701403,10000.0,0.125,0.0,200000.00000000006,0.125
3.857715430861724,10000.0,0.125,0.0,200000.00000000006,0.125
3.877755511022043,10000.0,0.125,0.0,200000.00000000006,0.125
3.897795591182364,10000.0,0.125,0.0,200000.00000000006,0.125
3.9178356713426847,10000.0,0.125,0.0,200000.00000000006,0.125
3.9378757515030056,10000.0,0.125,0.0,200000.00000000006,0.125
3.9579158316633265,10000.0,0.125,0.0,200000.00000000006,0.125
3.9779559118236474,10000.0,0.125,0.0,200000.00000000006,0.125
3.9979959919839683,10000.0,0.125,0.0,200000.00000000006,0.125
4.018036072144287,10000.0,0.125,0.0,200000.00000000006,0.125
4.038076152304608,10000.0,0.125,0.0,200000.00000000006,0.125
4.058116232464929,10000.0,0.125,0.0,200000.00000000006,0.125
4.07815631262525,10000.0,0.125,0.0,200000.00000000006,0.125
4.098196392785571,10000.0,0.125,0.0,200000.00000000006,0.125
4.118236472945892,10000.0,0.125,0.0,200000.00000000006,0.125
4.138276553106213,10000.0,0.125,0.0,200000.00000000006,0.125
4.158316633266534,10000.0,0.125,0.0,200000.00000000006,0.125
4.178356713426853,10000.0,0.125,0.0,200000.00000000006,0.125
4.1983967935871735,10000.0,0.125,0.0,200000.00000000006,0.125
4.218436873747494,10000.0,0.125,0.0,200000.00000000006,0.125
4.238476953907815,10000.0,0.125,0.0,200000.00000000006,0.125
4.258517034068136,10000.0,0.125,0.0,200000.00000000006,0.125
4.278557114228457,10000.0,0.125,0.0,200000.00000000006,0.125
4.298597194388778,10000.0,0.125,0.0,200000.00000000006,0.125
4.318637274549097,10000.0,0.125,0.0,200000.00000000006,0.125
4.338677354709418,10000.0,0.125,0.0,200000.00000000006,0.125
4.358717434869739,10000.0,0.125,0.0,200000.00000000006,0.125
4.37875751503006,10000.0,0.125,0.0,200000.00000000006,0.125
4.398797595190381,10000.0,0.125,0.0,200000.00000000006,0.125
4.4188376753507015,10000.0,0.125,0.0,200000.00000000006,0.125
4.438877755511022,10000.0,0.125,0.0,200000.00000000006,0.125
4.4589178356713415,10000.0,0.125,0.0,200000.00000000006,0.125
4.478957915831662,10000.0,0.125,0.0,200000.00000000006,0.125
4.498997995991983,10000.0,0.125,0.0,200000.00000000006,0.125
4.519038076152304,10000.0,0.125,0.0,200000.00000000006,0.125
4.539078156312625,10000.0,0.125,0.0,200000.00000000006,0.125
4.559118236472946,10000.0,0.125,0.0,200000.00000000006,0.125
4.579158316633267,10000.0,0.125,0.0,200000.00000000006,0.125
4.599198396793588,10000.0,0.125,0.0,200000.00000000006,0.125
4.619238476953907,10000.0,0.125,0.0,200000.00000000006,0.125
4.639278557114228,10000.0,0.125,0.0,200000.00000000006,0.125
4.6593186372745485,10000.0,0.125,0.0,200000.00000000006,0.125
4.679358717434869,10000.0,0.125,0.0,200000.00000000006,0.125
4.69939879759519,10000.0,0.125,0.0,200000.00000000006,0.125
4.719438877755511,10000.0,0.125,0.0,200000.00000000006,0.125
4.739478957915832,10000.0,0.125,0.0,200000.00000000006,0.125
4.759519038076151,10000.0,0.125,0.0,200000.00000000006,0.125
4.779559118236472,10000.0,0.125,0.0,200000.00000000006,0.125
4.799599198396793,10000.0,0.125,0.0,200000.00000000006,0.125
4.819639278557114,10000.0,0.125,0.0,200000.00000000006,0.125
4.839679358717435,10000.0,0.125,0.0,200000.00000000006,0.125
4.859719438877756,10000.0,0.125,0.0,200000.00000000006,0.125
4.8797595190380765,10000.0,0.125,0.0,200000.00000000006,0.125
4.899799599198396,10000.0,0.125,0.0,200000.00000000006,0.125
4.9198396793587165,10000.0,0.125,0.0,200000.00000000006,0.125
4.939879759519037,10000.0,0.125,0.0,200000.00000000006,0.125
4.959919839679358,10000.0,0.125,0.0,200000.00000000006,0.125
4.979959919839679,10000.0,0.125,0.0,200000.00000000006,0.125
5.0,10000.0,0.125,0.0,200000.00000000006,0.125
